45	2	-1	2	510	0	221	10	0	10	200	0	200	-190	-245	0	0	0	0	0	0	0	0	1	0	0	
46	2	-1	2	530	0	221	10	0	10	200	0	200	220	5	0	0	0	0	0	0	0	0	1	0	0	
47	2	-1	2	550	0	221	10	0	10	200	0	200	-293	-286	0	0	0	0	0	0	0	0	1	0	0	
48	2	-1	2	590	0	221	10	0	10	200	0	200	82	-40	0	0	0	0	0	0	0	0	1	0	0	
50	28	-1	2	0	0	221	1	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	
51	2	-1	2	690	0	690	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
52	2	-1	2	700	0	700	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53	2	-1	2	680	0	680	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54	2	-1	2	660	0	660	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
62	-1	-1	2	700	0	700	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61	-1	-1	2	690	0	690	10	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
63	-1	-1	2	0	0	680	1	0	10	200	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1
